id,x,y
87,0.65655893,1.230977
88,0.60479224,1.2585462
89,0.56231534,1.706544
90,1.342748,0.04974245
91,1.035871,0.13880464
92,0.5978487,1.783529
93,0.68664986,1.1683758
94,0.7298871,0.8826797
95,0.520608,1.4893541
96,0.56844646,1.9157323
97,0.74036413,0.9359708
98,1.4164991,-0.27878207
99,0.7285715,1.7478878
100,1.0406781,0.15997456
101,0.7913213,0.87851685
102,0.74566054,0.77508044
103,0.7141035,1.0969806
104,0.7402813,1.029803
105,1.2933424,-0.06367382
106,0.9625274,0.28699952
107,0.7911859,1.4019002
108,1.2497262,-0.13175488
109,0.6022607,1.490711
110,1.478403,-0.29796746
111,1.5598915,-0.22816567
112,0.94326365,0.18640028
113,0.6650076,1.17266
114,0.8331946,0.59640294
115,0.6196074,1.8985993
116,0.87973934,0.49253803
117,0.88423383,0.61208963
118,1.400107,-0.12840873
119,0.659751,1.2871931
120,1.2621516,-0.18071632
121,0.7610054,0.83138424
122,0.7021519,1.2226987
123,0.6331758,1.822492
124,0.9913044,0.04774925
125,1.3321903,-0.14412473
126,0.86045057,1.0136946
127,0.6563005,1.3409015
128,0.6759972,1.0422162
129,0.6342506,2.217558
130,1.4632617,-0.111663155
131,1.2167162,-0.10305513
132,0.6388656,1.7852572
133,0.74724776,1.8693192
134,1.0885612,0.029589197
135,1.1036315,0.11222126
136,1.4167187,0.01954707
137,0.73198646,1.1624641
138,0.62196004,1.7013186
139,1.1891565,0.16001417
140,0.55939376,1.9675517
141,1.0882139,0.14154264
142,0.6785026,1.7977673
143,0.89084697,0.6702005
144,0.68872225,0.91190743
145,0.67360324,1.7255082
146,0.72618335,1.9383253
147,1.2426761,-0.04199357
148,0.72175086,2.3033602
149,1.3992202,-0.18205115
150,0.7204547,1.7954478
151,0.6140511,1.7655896
152,0.599016,1.073385
153,1.0835519,0.09676601
154,0.756245,1.2534038
155,0.43909305,1.377389
156,0.96914405,0.33733684
157,0.8052358,1.450329
158,1.3755373,-0.12750588
159,0.5616243,1.5465803
160,0.96380097,0.28141758
161,0.99380696,0.26754093
162,1.112668,0.07508145
163,0.8039028,1.0086646
164,0.9270279,0.2144983
165,0.63584167,1.0382258
166,0.6136724,1.2128631
167,1.2682657,-0.14808461
168,0.61771154,1.6342711
169,1.2907783,-0.13750769
170,0.908098,0.6998009
171,0.9004448,0.8266762
172,1.1285352,0.15868239
173,0.60705346,1.5378036
174,0.9723038,0.22618823
175,1.0970056,0.042493537
176,0.7725054,1.0951753
177,0.6934827,2.0717351
178,0.7754358,0.7914953
179,1.4791309,-0.29150975
180,0.6791112,1.1895896
181,1.0099282,0.5375957
182,1.2396854,-0.09648563
183,1.0006547,0.12465086
184,0.98216957,0.39306566
185,0.9137775,0.64782
186,0.60641044,2.1477213
187,0.943488,0.29881465
188,0.80664814,1.0773759
189,0.6803515,0.91550344
190,1.3725541,-0.21612208
191,0.57402873,1.6314803
192,0.7164443,1.2313534
193,0.7735771,0.8509572
194,0.81894976,0.56889176
195,0.78040487,1.1789309
196,0.69292665,1.1340492
197,0.8249162,1.0792937
198,0.6233433,1.556034
199,1.0760064,0.31155434
200,1.0360177,0.5009377
201,0.96399826,0.50920975
202,0.7028876,1.074339
203,1.0918978,-0.14038132
204,0.83626175,1.1392998
205,1.0102623,-0.0580499
206,1.4002029,-0.17767958
207,1.396237,-0.3004101
208,0.5846792,1.4109862
209,0.7435108,1.1749593
210,0.87378013,0.71730214
211,0.6717681,1.3558697
212,1.0701755,0.22562963
213,1.0009974,0.15691364
214,1.1776468,0.28850138
215,1.1430278,0.13942708
216,0.918139,0.5549581
217,1.3806925,0.16275352
218,0.5990488,2.000581
219,1.0626801,0.3685699
220,0.61793476,1.7257388
221,0.69256186,1.3344196
222,0.953802,0.8221882
223,1.230633,0.0019496037
224,0.876622,0.8411128
225,1.2333543,-0.21216384
226,0.6104469,1.6496066
227,0.49240354,1.7931447
