,x,y
0,5.758759069081219,12.609915572496197
1,5.248186309764091,4.9433451940551585
2,8.494156725749065,-1.7239311588676314
3,24.16811216397356,-13.794799155313628
4,8.344219728590303,-0.35577632337122705
5,8.83951714443559,12.857557484753269
6,20.098289962626033,-7.407842737014647
7,8.042983754451425,7.275575959911317
8,17.538820184734117,-9.499722232150848
9,2.7311778992476636,18.301012982711242
10,1.3220140836442538,12.272842582979075
11,0.333018368514895,8.516800171774458
12,9.536400764460758,-4.890189340512684
13,4.080739252671799,2.093602923575327
14,6.647905719682984,0.5490591988532098
15,-6.166034747366418,3.1887611197387904
16,16.450320175551806,-10.373453551315526
17,0.0417262856924176,1.1663514057309734
18,-9.598931479764904,-0.39222500578200686
19,7.73392436031889,-3.755507646216314
20,-12.31356291452774,-0.9533821116150787
21,-12.443005427903755,-0.8159719327662304
22,-15.121018328974388,-6.723164348616706
23,-3.775189116780561,-0.7618327925756528
24,-14.86599385768902,-2.5219110606489887
25,-17.474412500815546,-8.832331624706404
26,-16.381098706043844,-5.923837789447806
27,-10.771480837277972,-0.11551393360230998
28,-22.112551789652596,-11.544536798317692
29,-14.386992246394124,6.611104946262374
